TXNAME	GENEID
ENSDART00000162477.2	ENSDARG00000102215.2
ENSDART00000183010.1	ENSDARG00000102215.2
ENSDART00000012470.7	ENSDARG00000013533.8
ENSDART00000151584.2	ENSDARG00000013533.8
ENSDART00000044504.6	ENSDARG00000012126.10
ENSDART00000010918.5	ENSDARG00000016412.5
ENSDART00000162246.2	ENSDARG00000103712.2
ENSDART00000143456.3	ENSDARG00000039820.6
ENSDART00000058242.5	ENSDARG00000039820.6
ENSDART00000015710.8	ENSDARG00000017665.9
ENSDART00000186354.1	ENSDARG00000003127.12
ENSDART00000147318.2	ENSDARG00000003127.12
ENSDART00000007675.9	ENSDARG00000003127.12
ENSDART00000133099.3	ENSDARG00000003127.12
ENSDART00000161540.2	ENSDARG00000102379.3
ENSDART00000172988.2	ENSDARG00000102379.3
ENSDART00000046638.8	ENSDARG00000056027.7
ENSDART00000128638.3	ENSDARG00000025912.9
ENSDART00000157730.2	ENSDARG00000025912.9
ENSDART00000186401.1	ENSDARG00000062900.6
ENSDART00000091443.5	ENSDARG00000062900.6
ENSDART00000190795.1	ENSDARG00000073713.7
ENSDART00000156535.2	ENSDARG00000073713.7
ENSDART00000176628.2	ENSDARG00000073713.7
ENSDART00000148096.3	ENSDARG00000058885.7
ENSDART00000081826.6	ENSDARG00000058885.7
ENSDART00000056721.5	ENSDARG00000038845.5
ENSDART00000036157.7	ENSDARG00000022684.7
ENSDART00000134269.3	ENSDARG00000022684.7
ENSDART00000142437.2	ENSDARG00000022684.7
ENSDART00000077479.6	ENSDARG00000055159.7
ENSDART00000006778.9	ENSDARG00000007127.11
ENSDART00000146376.2	ENSDARG00000007127.11
ENSDART00000092355.7	ENSDARG00000023443.10
ENSDART00000018739.10	ENSDARG00000023443.10
ENSDART00000136184.2	ENSDARG00000023443.10
ENSDART00000137559.2	ENSDARG00000023443.10
ENSDART00000144479.2	ENSDARG00000009094.8
ENSDART00000160004.2	ENSDARG00000104110.2
ENSDART00000159077.2	ENSDARG00000104110.2
ENSDART00000171786.2	ENSDARG00000055053.5
ENSDART00000077344.5	ENSDARG00000055053.5
ENSDART00000158845.2	ENSDARG00000003081.9
ENSDART00000157584.2	ENSDARG00000003081.9
ENSDART00000122794.3	ENSDARG00000003081.9
ENSDART00000183742.1	ENSDARG00000003081.9
ENSDART00000172526.2	ENSDARG00000003081.9
ENSDART00000026359.8	ENSDARG00000003081.9
ENSDART00000164232.2	ENSDARG00000003081.9
ENSDART00000169704.2	ENSDARG00000003512.10
ENSDART00000143656.2	ENSDARG00000003512.10
ENSDART00000133509.3	ENSDARG00000003512.10
ENSDART00000144956.2	ENSDARG00000003512.10
ENSDART00000140682.2	ENSDARG00000003512.10
ENSDART00000171680.2	ENSDARG00000060767.6
ENSDART00000085976.6	ENSDARG00000060767.6
ENSDART00000056899.7	ENSDARG00000038980.7
ENSDART00000149786.3	ENSDARG00000079280.6
ENSDART00000139004.3	ENSDARG00000079280.6
ENSDART00000110026.4	ENSDARG00000079280.6
ENSDART00000133870.3	ENSDARG00000079280.6
ENSDART00000150043.3	ENSDARG00000079280.6
ENSDART00000148946.2	ENSDARG00000079280.6
ENSDART00000187194.1	ENSDARG00000079280.6
ENSDART00000181291.1	ENSDARG00000111692.1
ENSDART00000164594.2	ENSDARG00000101576.2
ENSDART00000170286.2	ENSDARG00000101576.2
ENSDART00000049036.6	ENSDARG00000034048.6
ENSDART00000132354.2	ENSDARG00000010681.10
ENSDART00000058238.7	ENSDARG00000010681.10
ENSDART00000156980.2	ENSDARG00000079126.5
ENSDART00000114742.4	ENSDARG00000079126.5
ENSDART00000156086.2	ENSDARG00000079126.5
ENSDART00000009326.5	ENSDARG00000006894.6
ENSDART00000030709.6	ENSDARG00000025899.6
ENSDART00000079173.6	ENSDARG00000070961.5
ENSDART00000104616.4	ENSDARG00000070961.5
ENSDART00000154080.2	ENSDARG00000114433.1
ENSDART00000169900.2	ENSDARG00000104283.2
ENSDART00000172443.2	ENSDARG00000104283.2
ENSDART00000079292.5	ENSDARG00000056743.5
ENSDART00000067193.5	ENSDARG00000045708.8
ENSDART00000172363.2	ENSDARG00000102372.2
ENSDART00000169633.2	ENSDARG00000102372.2
ENSDART00000121529.2	ENSDARG00000021633.10
ENSDART00000145827.4	ENSDARG00000021633.10
ENSDART00000152520.3	ENSDARG00000021633.10
ENSDART00000171214.2	ENSDARG00000098441.2
ENSDART00000170354.2	ENSDARG00000098441.2
ENSDART00000063008.5	ENSDARG00000042925.5
ENSDART00000036456.6	ENSDARG00000044562.4
ENSDART00000134939.3	ENSDARG00000006316.8
ENSDART00000141001.2	ENSDARG00000006316.8
ENSDART00000193273.1	ENSDARG00000006316.8
ENSDART00000146573.2	ENSDARG00000006316.8
ENSDART00000003001.8	ENSDARG00000006316.8
ENSDART00000156224.2	ENSDARG00000051785.7
ENSDART00000152495.3	ENSDARG00000005416.12
ENSDART00000152461.2	ENSDARG00000005416.12
ENSDART00000046641.9	ENSDARG00000005416.12
ENSDART00000152278.2	ENSDARG00000005416.12
ENSDART00000105823.6	ENSDARG00000071524.6
ENSDART00000130628.3	ENSDARG00000044752.9
ENSDART00000149126.3	ENSDARG00000044752.9
ENSDART00000149693.2	ENSDARG00000044752.9
ENSDART00000102868.4	ENSDARG00000070213.4
ENSDART00000136671.2	ENSDARG00000068856.5
ENSDART00000099733.5	ENSDARG00000068856.5
ENSDART00000129813.2	ENSDARG00000087178.5
ENSDART00000148719.3	ENSDARG00000087178.5
ENSDART00000105761.4	ENSDARG00000071497.4
ENSDART00000144176.2	ENSDARG00000010977.7
ENSDART00000141382.3	ENSDARG00000010977.7
ENSDART00000004740.6	ENSDARG00000010977.7
ENSDART00000132976.3	ENSDARG00000060922.6
ENSDART00000127981.4	ENSDARG00000045156.8
ENSDART00000152948.2	ENSDARG00000045156.8
ENSDART00000143979.2	ENSDARG00000045156.8
ENSDART00000169031.2	ENSDARG00000099751.2
ENSDART00000137658.2	ENSDARG00000094489.2
ENSDART00000180506.1	ENSDARG00000094489.2
ENSDART00000097580.5	ENSDARG00000067752.5
ENSDART00000026210.9	ENSDARG00000017882.10
ENSDART00000178332.2	ENSDARG00000017882.10
ENSDART00000125611.3	ENSDARG00000059804.7
ENSDART00000165154.2	ENSDARG00000078210.5
ENSDART00000149270.3	ENSDARG00000078210.5
ENSDART00000115422.3	ENSDARG00000078059.3
ENSDART00000058707.6	ENSDARG00000040137.7
ENSDART00000022539.8	ENSDARG00000019861.8
ENSDART00000098972.5	ENSDARG00000010758.11
ENSDART00000128707.3	ENSDARG00000010758.11
ENSDART00000075550.5	ENSDARG00000053509.5
ENSDART00000173329.2	ENSDARG00000098118.3
ENSDART00000173310.2	ENSDARG00000098118.3
ENSDART00000173297.2	ENSDARG00000098118.3
ENSDART00000172817.2	ENSDARG00000098118.3
ENSDART00000166691.2	ENSDARG00000098118.3
ENSDART00000168770.3	ENSDARG00000098118.3
ENSDART00000185312.1	ENSDARG00000109862.1
ENSDART00000040449.7	ENSDARG00000109862.1
ENSDART00000149581.3	ENSDARG00000088929.5
ENSDART00000156501.2	ENSDARG00000078075.6
ENSDART00000171179.2	ENSDARG00000100899.2
ENSDART00000135118.3	ENSDARG00000033516.8
ENSDART00000147305.2	ENSDARG00000033516.8
ENSDART00000040346.6	ENSDARG00000033516.8
ENSDART00000061098.6	ENSDARG00000041645.6
ENSDART00000046443.7	ENSDARG00000041645.6
ENSDART00000146697.3	ENSDARG00000071735.8
ENSDART00000175182.2	ENSDARG00000071735.8
ENSDART00000061617.6	ENSDARG00000042045.7
ENSDART00000169055.2	ENSDARG00000042045.7
ENSDART00000188104.1	ENSDARG00000042045.7
ENSDART00000115227.2	ENSDARG00000075347.5
ENSDART00000110783.5	ENSDARG00000075347.5
ENSDART00000049045.8	ENSDARG00000030215.10
ENSDART00000133158.2	ENSDARG00000030215.10
ENSDART00000081183.4	ENSDARG00000058322.5
ENSDART00000134321.3	ENSDARG00000037402.6
ENSDART00000179822.1	ENSDARG00000037402.6
ENSDART00000054426.5	ENSDARG00000037402.6
ENSDART00000138680.2	ENSDARG00000037402.6
ENSDART00000153364.2	ENSDARG00000061020.7
ENSDART00000190112.1	ENSDARG00000061020.7
ENSDART00000153454.2	ENSDARG00000061020.7
ENSDART00000002348.9	ENSDARG00000008306.12
ENSDART00000177475.2	ENSDARG00000008306.12
ENSDART00000128590.3	ENSDARG00000008306.12
ENSDART00000150967.2	ENSDARG00000096346.2
ENSDART00000151021.2	ENSDARG00000096346.2
ENSDART00000063333.7	ENSDARG00000043135.7
ENSDART00000084610.6	ENSDARG00000060215.7
ENSDART00000145094.2	ENSDARG00000060215.7
ENSDART00000133252.2	ENSDARG00000060215.7
ENSDART00000138798.3	ENSDARG00000060215.7
ENSDART00000126075.3	ENSDARG00000003998.10
ENSDART00000006676.10	ENSDARG00000003998.10
ENSDART00000142607.2	ENSDARG00000068415.6
ENSDART00000180694.1	ENSDARG00000068415.6
ENSDART00000139674.2	ENSDARG00000068415.6
ENSDART00000129882.3	ENSDARG00000068415.6
ENSDART00000189650.1	ENSDARG00000115066.1
ENSDART00000161563.2	ENSDARG00000115066.1
ENSDART00000127252.3	ENSDARG00000089837.3
ENSDART00000193474.1	ENSDARG00000089837.3
ENSDART00000149869.2	ENSDARG00000089837.3
ENSDART00000056303.7	ENSDARG00000038567.7
ENSDART00000146844.2	ENSDARG00000038567.7
ENSDART00000101242.5	ENSDARG00000042350.8
ENSDART00000135024.3	ENSDARG00000042350.8
ENSDART00000187782.1	ENSDARG00000020746.10
ENSDART00000015379.9	ENSDARG00000020746.10
ENSDART00000042727.7	ENSDARG00000029890.8
ENSDART00000124167.4	ENSDARG00000044968.8
ENSDART00000039828.6	ENSDARG00000044968.8
ENSDART00000133413.2	ENSDARG00000044968.8
ENSDART00000132901.2	ENSDARG00000058537.8
ENSDART00000150086.2	ENSDARG00000042671.8
ENSDART00000062591.7	ENSDARG00000042671.8
ENSDART00000002778.10	ENSDARG00000017687.11
ENSDART00000163514.3	ENSDARG00000017687.11
ENSDART00000130881.4	ENSDARG00000052982.7
ENSDART00000074936.5	ENSDARG00000052982.7
ENSDART00000164124.2	ENSDARG00000052982.7
ENSDART00000153867.3	ENSDARG00000091970.5
ENSDART00000143881.2	ENSDARG00000029720.9
ENSDART00000153127.2	ENSDARG00000026611.8
ENSDART00000037904.7	ENSDARG00000026611.8
ENSDART00000076943.4	ENSDARG00000054700.4
ENSDART00000163656.2	ENSDARG00000101387.2
ENSDART00000110834.5	ENSDARG00000040159.7
ENSDART00000058739.5	ENSDARG00000040159.7
ENSDART00000167321.2	ENSDARG00000040159.7
ENSDART00000059102.7	ENSDARG00000040380.8
ENSDART00000193105.1	ENSDARG00000016570.12
ENSDART00000128859.4	ENSDARG00000016570.12
ENSDART00000151873.2	ENSDARG00000096458.2
ENSDART00000162350.2	ENSDARG00000099814.2
ENSDART00000021664.7	ENSDARG00000009544.7
ENSDART00000130967.3	ENSDARG00000007760.12
ENSDART00000148957.4	ENSDARG00000007760.12
ENSDART00000146598.4	ENSDARG00000078234.6
ENSDART00000106026.5	ENSDARG00000078234.6
ENSDART00000112492.2	ENSDARG00000076388.2
ENSDART00000158150.2	ENSDARG00000103149.3
ENSDART00000169559.2	ENSDARG00000103149.3
ENSDART00000157246.2	ENSDARG00000089940.4
ENSDART00000192106.1	ENSDARG00000059202.8
ENSDART00000146776.3	ENSDARG00000059202.8
ENSDART00000151504.2	ENSDARG00000037928.11
ENSDART00000127297.4	ENSDARG00000037928.11
ENSDART00000144879.3	ENSDARG00000039649.7
ENSDART00000012413.8	ENSDARG00000014969.8
ENSDART00000192611.1	ENSDARG00000014969.8
ENSDART00000111392.5	ENSDARG00000074876.5
ENSDART00000163232.2	ENSDARG00000074876.5
ENSDART00000153897.2	ENSDARG00000076462.5
ENSDART00000138670.2	ENSDARG00000094959.2
ENSDART00000139328.2	ENSDARG00000061174.8
ENSDART00000131416.2	ENSDARG00000061174.8
ENSDART00000132273.4	ENSDARG00000061174.8
ENSDART00000135232.2	ENSDARG00000061174.8
ENSDART00000021340.9	ENSDARG00000013438.9
ENSDART00000137930.2	ENSDARG00000013438.9
ENSDART00000163096.2	ENSDARG00000045383.6
ENSDART00000104532.5	ENSDARG00000070929.5
ENSDART00000006673.8	ENSDARG00000004130.8
ENSDART00000165077.3	ENSDARG00000077570.5
ENSDART00000193378.1	ENSDARG00000077570.5
ENSDART00000109534.4	ENSDARG00000077570.5
ENSDART00000147739.3	ENSDARG00000043457.8
ENSDART00000135146.2	ENSDARG00000043457.8
ENSDART00000139939.3	ENSDARG00000043457.8
ENSDART00000063800.7	ENSDARG00000043457.8
ENSDART00000148397.2	ENSDARG00000043457.8
ENSDART00000163606.2	ENSDARG00000043457.8
ENSDART00000048831.7	ENSDARG00000030914.7
ENSDART00000190738.1	ENSDARG00000013726.9
ENSDART00000018230.7	ENSDARG00000013726.9
ENSDART00000188232.1	ENSDARG00000013704.10
ENSDART00000180291.1	ENSDARG00000013704.10
ENSDART00000025385.8	ENSDARG00000013704.10
ENSDART00000151134.2	ENSDARG00000013704.10
ENSDART00000187402.1	ENSDARG00000031751.10
ENSDART00000136244.3	ENSDARG00000031751.10
ENSDART00000098400.5	ENSDARG00000075437.5
ENSDART00000133910.3	ENSDARG00000075437.5
ENSDART00000183963.1	ENSDARG00000075437.5
ENSDART00000147609.3	ENSDARG00000075437.5
ENSDART00000133607.2	ENSDARG00000075437.5
ENSDART00000040480.7	ENSDARG00000029497.8
ENSDART00000146663.2	ENSDARG00000029497.8
ENSDART00000139959.2	ENSDARG00000029497.8
ENSDART00000139888.2	ENSDARG00000029497.8
ENSDART00000180913.1	ENSDARG00000061222.7
ENSDART00000155831.2	ENSDARG00000061222.7
ENSDART00000122747.3	ENSDARG00000030236.7
ENSDART00000089642.6	ENSDARG00000062195.6
ENSDART00000189158.1	ENSDARG00000062195.6
ENSDART00000123392.3	ENSDARG00000090086.3
ENSDART00000165045.2	ENSDARG00000090086.3
ENSDART00000150156.3	ENSDARG00000079766.5
ENSDART00000183957.1	ENSDARG00000079766.5
ENSDART00000153904.2	ENSDARG00000097374.2
ENSDART00000151913.2	ENSDARG00000094339.4
ENSDART00000132477.4	ENSDARG00000094339.4
ENSDART00000061122.4	ENSDARG00000041702.8
ENSDART00000132310.4	ENSDARG00000041702.8
ENSDART00000113392.4	ENSDARG00000076406.4
ENSDART00000149417.3	ENSDARG00000042041.7
ENSDART00000097530.5	ENSDARG00000079456.6
ENSDART00000192739.1	ENSDARG00000079456.6
ENSDART00000144113.4	ENSDARG00000079456.6
ENSDART00000186176.1	ENSDARG00000079456.6
ENSDART00000181795.1	ENSDARG00000079456.6
ENSDART00000135754.2	ENSDARG00000019596.11
ENSDART00000140474.2	ENSDARG00000019596.11
ENSDART00000186638.1	ENSDARG00000019596.11
ENSDART00000136553.2	ENSDARG00000093734.2
ENSDART00000136143.3	ENSDARG00000091877.3
ENSDART00000152816.2	ENSDARG00000043497.9
ENSDART00000161314.3	ENSDARG00000043497.9
ENSDART00000063857.8	ENSDARG00000043497.9
ENSDART00000132119.2	ENSDARG00000024844.11
ENSDART00000153271.2	ENSDARG00000024844.11
ENSDART00000135720.3	ENSDARG00000024844.11
ENSDART00000137425.3	ENSDARG00000024844.11
ENSDART00000046035.7	ENSDARG00000024844.11
ENSDART00000139843.2	ENSDARG00000024844.11
ENSDART00000129858.4	ENSDARG00000024844.11
ENSDART00000143642.2	ENSDARG00000045542.6
ENSDART00000149485.2	ENSDARG00000076541.4
ENSDART00000108735.3	ENSDARG00000076541.4
ENSDART00000146963.3	ENSDARG00000014463.9
ENSDART00000137558.3	ENSDARG00000014463.9
ENSDART00000134900.3	ENSDARG00000014463.9
ENSDART00000005263.9	ENSDARG00000014463.9
ENSDART00000147569.2	ENSDARG00000014463.9
ENSDART00000143770.2	ENSDARG00000014463.9
ENSDART00000086260.6	ENSDARG00000060889.7
ENSDART00000146864.2	ENSDARG00000095643.3
ENSDART00000105942.4	ENSDARG00000095643.3
ENSDART00000029727.7	ENSDARG00000023396.9
ENSDART00000149086.2	ENSDARG00000023396.9
ENSDART00000060196.8	ENSDARG00000041083.8
ENSDART00000090332.5	ENSDARG00000062446.5
ENSDART00000160218.2	ENSDARG00000089142.5
ENSDART00000110144.6	ENSDARG00000089142.5
ENSDART00000134031.2	ENSDARG00000038489.6
ENSDART00000056169.6	ENSDARG00000038489.6
ENSDART00000104720.4	ENSDARG00000092584.3
ENSDART00000006514.7	ENSDARG00000006816.7
ENSDART00000052067.5	ENSDARG00000035862.5
ENSDART00000098982.4	ENSDARG00000068436.5
ENSDART00000151594.2	ENSDARG00000068436.5
ENSDART00000145618.2	ENSDARG00000093188.2
ENSDART00000148088.2	ENSDARG00000071378.4
ENSDART00000105485.4	ENSDARG00000071378.4
ENSDART00000189025.1	ENSDARG00000100578.2
ENSDART00000159625.2	ENSDARG00000100578.2
ENSDART00000185516.1	ENSDARG00000100578.2
ENSDART00000189576.1	ENSDARG00000100578.2
ENSDART00000154216.2	ENSDARG00000111070.1
ENSDART00000163636.2	ENSDARG00000101812.2
ENSDART00000168060.2	ENSDARG00000101812.2
ENSDART00000168181.2	ENSDARG00000101812.2
ENSDART00000172841.2	ENSDARG00000100612.3
ENSDART00000166776.2	ENSDARG00000100486.2
ENSDART00000173864.2	ENSDARG00000105551.2
ENSDART00000077978.5	ENSDARG00000055589.7
ENSDART00000138130.2	ENSDARG00000055589.7
ENSDART00000149784.2	ENSDARG00000062359.6
ENSDART00000149017.2	ENSDARG00000062359.6
ENSDART00000102482.6	ENSDARG00000070046.6
ENSDART00000136215.2	ENSDARG00000070046.6
ENSDART00000152780.3	ENSDARG00000078132.5
ENSDART00000152757.2	ENSDARG00000078132.5
ENSDART00000042158.5	ENSDARG00000032340.8
ENSDART00000125237.3	ENSDARG00000032340.8
ENSDART00000133512.2	ENSDARG00000079373.5
ENSDART00000136765.2	ENSDARG00000056744.8
ENSDART00000004065.6	ENSDARG00000021287.8
ENSDART00000184788.1	ENSDARG00000021287.8
ENSDART00000180906.1	ENSDARG00000021287.8
ENSDART00000021559.9	ENSDARG00000008660.9
ENSDART00000173801.2	ENSDARG00000008660.9
ENSDART00000100778.5	ENSDARG00000041085.7
ENSDART00000059028.5	ENSDARG00000040338.5
ENSDART00000158584.2	ENSDARG00000040338.5
ENSDART00000139708.2	ENSDARG00000062855.7
ENSDART00000091339.6	ENSDARG00000062855.7
ENSDART00000127769.4	ENSDARG00000062855.7
ENSDART00000084503.6	ENSDARG00000060176.7
ENSDART00000192779.1	ENSDARG00000060176.7
ENSDART00000173079.2	ENSDARG00000060176.7
ENSDART00000057644.7	ENSDARG00000039458.8
ENSDART00000146215.2	ENSDARG00000061968.6
ENSDART00000089014.5	ENSDARG00000061968.6
ENSDART00000089339.5	ENSDARG00000062083.5
ENSDART00000138209.2	ENSDARG00000062083.5
ENSDART00000032393.7	ENSDARG00000021975.8
ENSDART00000153309.2	ENSDARG00000021975.8
ENSDART00000138821.2	ENSDARG00000042977.5
ENSDART00000168894.2	ENSDARG00000113501.1
ENSDART00000180875.1	ENSDARG00000091967.3
ENSDART00000142862.3	ENSDARG00000091967.3
ENSDART00000188939.1	ENSDARG00000091967.3
ENSDART00000191724.1	ENSDARG00000091967.3
ENSDART00000170520.3	ENSDARG00000102473.3
ENSDART00000174362.2	ENSDARG00000102473.3
ENSDART00000165614.2	ENSDARG00000102529.2
ENSDART00000163916.2	ENSDARG00000102529.2
ENSDART00000165307.2	ENSDARG00000102529.2
ENSDART00000020598.8	ENSDARG00000015206.10
ENSDART00000161414.2	ENSDARG00000098240.2
ENSDART00000160507.2	ENSDARG00000098240.2
ENSDART00000193368.1	ENSDARG00000098240.2
ENSDART00000171700.2	ENSDARG00000098240.2
ENSDART00000186979.1	ENSDARG00000098240.2
ENSDART00000158273.2	ENSDARG00000098240.2
ENSDART00000162399.2	ENSDARG00000005454.9
ENSDART00000122810.4	ENSDARG00000005454.9
ENSDART00000002750.9	ENSDARG00000005454.9
ENSDART00000145884.2	ENSDARG00000005454.9
ENSDART00000004273.10	ENSDARG00000095076.4
ENSDART00000079879.5	ENSDARG00000057262.5
ENSDART00000114546.4	ENSDARG00000076330.6
ENSDART00000179247.2	ENSDARG00000076330.6
ENSDART00000155439.2	ENSDARG00000076330.6
ENSDART00000136113.3	ENSDARG00000076330.6
ENSDART00000143437.3	ENSDARG00000076330.6
ENSDART00000149893.2	ENSDARG00000089271.4
ENSDART00000186197.1	ENSDARG00000006924.10
ENSDART00000020625.10	ENSDARG00000006924.10
ENSDART00000185861.1	ENSDARG00000006924.10
ENSDART00000164016.2	ENSDARG00000100225.2
ENSDART00000168685.2	ENSDARG00000100225.2
ENSDART00000084861.5	ENSDARG00000060316.6
ENSDART00000140108.2	ENSDARG00000060316.6
ENSDART00000140573.2	ENSDARG00000060316.6
ENSDART00000136538.3	ENSDARG00000060316.6
ENSDART00000115078.2	ENSDARG00000079158.2
ENSDART00000034883.9	ENSDARG00000022895.9
ENSDART00000148830.2	ENSDARG00000022895.9
ENSDART00000180391.1	ENSDARG00000022895.9
ENSDART00000186724.1	ENSDARG00000022895.9
ENSDART00000174388.2	ENSDARG00000105768.2
ENSDART00000040397.5	ENSDARG00000025350.6
ENSDART00000147845.3	ENSDARG00000056089.7
ENSDART00000148952.2	ENSDARG00000061508.5
ENSDART00000087797.5	ENSDARG00000061508.5
ENSDART00000149888.2	ENSDARG00000061508.5
ENSDART00000056162.7	ENSDARG00000079537.6
ENSDART00000039079.8	ENSDARG00000079537.6
ENSDART00000135156.2	ENSDARG00000040466.7
ENSDART00000148298.2	ENSDARG00000040466.7
ENSDART00000059228.6	ENSDARG00000040466.7
ENSDART00000138397.2	ENSDARG00000040466.7
ENSDART00000192903.1	ENSDARG00000040466.7
ENSDART00000188558.1	ENSDARG00000040466.7
ENSDART00000185210.1	ENSDARG00000040466.7
ENSDART00000024199.8	ENSDARG00000010149.9
ENSDART00000130030.3	ENSDARG00000010149.9
ENSDART00000142851.3	ENSDARG00000056037.7
ENSDART00000145843.2	ENSDARG00000091961.2
ENSDART00000008603.9	ENSDARG00000017853.9
ENSDART00000138197.2	ENSDARG00000010052.12
ENSDART00000147636.2	ENSDARG00000010052.12
ENSDART00000143553.3	ENSDARG00000010052.12
ENSDART00000134979.3	ENSDARG00000010052.12
ENSDART00000139542.4	ENSDARG00000010052.12
ENSDART00000147799.2	ENSDARG00000010052.12
ENSDART00000144579.3	ENSDARG00000010052.12
ENSDART00000010258.10	ENSDARG00000010052.12
ENSDART00000179831.1	ENSDARG00000010052.12
ENSDART00000146840.2	ENSDARG00000039887.7
ENSDART00000142741.2	ENSDARG00000039887.7
ENSDART00000058346.7	ENSDARG00000039887.7
ENSDART00000188826.1	ENSDARG00000078767.6
ENSDART00000113232.4	ENSDARG00000078767.6
ENSDART00000156523.3	ENSDARG00000078767.6
ENSDART00000103266.5	ENSDARG00000070403.5
ENSDART00000051750.6	ENSDARG00000035679.10
ENSDART00000155525.4	ENSDARG00000035679.10
ENSDART00000149665.3	ENSDARG00000040606.8
ENSDART00000150219.2	ENSDARG00000040606.8
ENSDART00000137021.2	ENSDARG00000008866.10
ENSDART00000177174.2	ENSDARG00000008866.10
ENSDART00000142855.2	ENSDARG00000006939.10
ENSDART00000190128.1	ENSDARG00000079443.4
ENSDART00000180683.1	ENSDARG00000079443.4
ENSDART00000112468.4	ENSDARG00000079443.4
ENSDART00000122601.4	ENSDARG00000014068.8
ENSDART00000157949.2	ENSDARG00000099468.2
ENSDART00000166150.2	ENSDARG00000099468.2
ENSDART00000074068.8	ENSDARG00000003270.12
ENSDART00000166913.2	ENSDARG00000003270.12
ENSDART00000182596.1	ENSDARG00000003270.12
ENSDART00000126455.3	ENSDARG00000003270.12
ENSDART00000172272.2	ENSDARG00000036743.5
ENSDART00000073467.4	ENSDARG00000036743.5
ENSDART00000122773.3	ENSDARG00000014480.10
ENSDART00000011096.8	ENSDARG00000014480.10
